category;title;tags;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
Arts;Extraordinary Portraits - Series 1: Episode 1;BBC, iPlayer, TV, Extraordinary Portraits, Series 1: Episode 1;Artist Roxana Halls paints twin sisters who survived a crocodile attack in Mexico.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqs3qh.jpg;29 mins;1734;6:30pm 27 Feb 2022;Artist Roxana Halls paints twin sisters who survived a crocodile attack in Mexico.;Artist Roxana Halls paints twin sisters who survived a crocodile attack in Mexico. In the process, we learn how their attitudes towards body image and family have been affected by the event.;Musician and art collector Tinie matches members of the public with extraordinary stories to a selection of distinctive and celebrated portrait artists. The artists are then challenged to turn these personal and powerful experiences into compelling portraits.Artist Roxana Halls is known for challenging how art depicts women. She has been given the task of depicting the unbreakable bond between Georgia and Melissa, twins who survived a near-fatal crocodile attack whilst swimming in a lagoon in Mexico. This traumatic event has left its scars and changed their perceptions of body image, family and their own inner strength.
Arts;Quentin Blake – The Drawing of My Life;BBC, iPlayer, TV, Quentin Blake – The Drawing of My Life;The beloved illustrator and famous fans on Roald Dahl and other artistic adventures.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b8lzcy.jpg;59 mins;3539;25 Dec 2021;The beloved illustrator and famous fans on Roald Dahl and other artistic adventures.;The illustrator and author paints scenes from a 70-year-long career, including his work with Roald Dahl. With David Walliams, Joanna Lumley, Peter Capaldi, Ore Oduba and Michael Rosen.;In this celebration of one of Britain’s best-loved artists, the illustrator and author Sir Quentin Blake tells the story of his 70-year-long career in his own words and with his own pictures. Specially for this documentary, he has been filmed creating an extraordinary new work: a canvas 30 feet long and seven feet high, on which self-portraits and classic characters emerge in the instantly recognisable, energetic and ebullient style that has taken root in the imaginations of successive generations of children and parents.  Quentin Blake turns 89 in December 2021. His first book was published 61 years ago, and over 500 volumes later, he is still hard at work, drawing every day and determined to break down the barriers between illustration and ‘fine arts’. As he looks back for the first documentary to be dedicated to his life, Blake shares his pleasure in the blank page, the scratch of a quill, and the enjoyable mischief and chaos of childhood. Some of his closest collaborators and biggest admirers pay tribute – among them David Walliams, Michael Rosen, Lauren Child, Chris Riddell, Steven Appleby, Dapo Adeola, Josie Long and Emma Chichester Clark.  There are also readings of works Blake has illustrated, performed by Joanna Lumley, Peter Capaldi and Ore Oduba.
Arts;Ex-S - Styling the Swan;BBC, iPlayer, TV, Ex-S, Styling the Swan;Jasper Conran designs the costumes for Swan Lake. (1995);https://ichef.bbci.co.uk/images/ic/1200x675/p026txrw.jpg;29 mins;1744;28 Mar 1995;Jasper Conran designs the costumes for Swan Lake. (1995);First transmitted in 1995, Jasper Conran designs the costumes for the Scottish Ballet's new production of Swan Lake.;First transmitted in 1995, Scottish Ballet commissioned Jasper Conran to design both the sets and costumes for its new production of Swan Lake. This programme follows the process from the early creative stages through to the tensions of opening night.
Arts;The Joy of Painting - Series 5: 20. Reflections of Calm;BBC, iPlayer, TV, The Joy of Painting, Series 5: 20. Reflections of Calm;Catch a glimpse of magnificent mountains, with their images echoed in the water below.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b21zwd.jpg;26 mins;1544;7:30pm 8 Nov 2021;Catch a glimpse of magnificent mountains, with their images echoed in the water below.;Bob Ross takes you to a beautiful lake in high country. Catch a glimpse of magnificent mountains, with their mirror images echoed in the crystal clear water below.;No data found
Arts;Great British Photography Challenge - Series 1: Episode 4;BBC, iPlayer, TV, Great British Photography Challenge, Series 1: Episode 4;To win the series, the amateurs must face three final assignments and mount an exhibition.;https://ichef.bbci.co.uk/images/ic/1200x675/p09kt2lh.jpg;59 mins;3540;9pm 14 Jun 2021;To win the series, the amateurs must face three final assignments and mount an exhibition.;The photographers embrace Glencoe for their landscape challenge and click with two up-and-coming bands. It's time to wow Rankin and expert judges with their final exhibitions.;The photographers face three final assignments, including a wildcard challenge where they are given free rein to try and get one last extraordinary shot for their portfolios. They are also in Glencoe for a dramatic landscape challenge and, in a series finale, they must curate and mount what they hope will be a winning exhibition for the judges. Choosing a maximum of 15 images from the hundreds they’ve taken across the course of the series is a huge task in itself. It’s all still to play for as any of the six photographers could nab the title if they impress Rankin and his fellow judges from the art and fashion world.
Arts;A Passion For Churches;BBC, iPlayer, TV, A Passion For Churches;John Betjeman visits various churches in the Diocese of Norwich. (1974);https://ichef.bbci.co.uk/images/ic/1200x675/p022kvf9.jpg;50 mins;2996;7 Dec 1974;John Betjeman visits various churches in the Diocese of Norwich. (1974);First transmitted in 1974, Sir John Betjeman visits and explains the architecture of various churches in the Diocese of Norwich.;First transmitted in 1974, Sir John Betjeman, poet laureate, visits and explains the architecture of various churches in the Diocese of Norwich.Among the churches he visits are Sandringham church on the Queen's private estate, the Holy House of Our Lady of Walsingham and Norwich Cathedral.
Arts;Arena - Chelsea Hotel;BBC, iPlayer, TV, Arena, Chelsea Hotel;Chelsea Hotel in New York, a haven for some of the 20th Centurys greatest talent. (1981);https://ichef.bbci.co.uk/images/ic/1200x675/p01hdh6q.jpg;55 mins;3328;3 Jan 1981;Chelsea Hotel in New York, a haven for some of the 20th Century's greatest talent. (1981);First transmitted in 1981, this documentary looks at the New York's Chelsea Hotel - a haven for some of the 20th Century's greatest talents, from Mark Twain to Dylan Thomas.;First transmitted in 1981, this documentary programme looks at New York's Chelsea Hotel, a legendary haven for some of the 20th Century's greatest talent, from Mark Twain to Dylan Thomas. With appearances from Andy Warhol and William Burroughs, who have dinner in the room where Arthur C Clarke wrote 2001, and Quentin Crisp, who lived in the hotel for more than 35 years.
Arts;Three Swings on a Pendulum;BBC, iPlayer, TV, Three Swings on a Pendulum;Investigating the so-called swinging London of the 1960s. (1967);https://ichef.bbci.co.uk/images/ic/1200x675/p01hh8y2.jpg;47 mins;2803;8 Jun 1967;Investigating the so-called 'swinging London' of the 1960s. (1967);First transmitted in 1967, this documentary investigates the so-called 'swinging London' of the 1960s. The film follows three overseas visitors to find out if the fable is true.;First transmitted in 1967, this documentary asks whether London really was 'swinging' during the 1960s.The film follows arts reporter Robert Hughes, writer Lewis Nkosi and journalist Olivier Todd to gather an Australian, African and French perspective on whether London really deserved its reputation as being a 'swinging, switched on' city. They begin their journey in Carnaby Street, the Mecca of swinging London.
Arts;Big Book Weekend - A Big Book Chat with Val McDermid;BBC, iPlayer, TV, Big Book Weekend, A Big Book Chat with Val McDermid;Alex Clark talks to the queen of crime Val McDermid.;https://ichef.bbci.co.uk/images/ic/1200x675/p09c90zh.jpg;47 mins;2790;31 Mar 2021;Alex Clark talks to the queen of crime Val McDermid.;Alex Clark talks to Val McDermid about the enduring appeal of crime fiction, her passion for reading and why she thinks we all need stories that get under our skin.;Alex Clark talks to the queen of crime Val McDermid about the enduring appeal of crime fiction, her passion for reading and why she thinks we all need stories that get under our skin.This Big Book Weekend session was recorded live in March 2021.
Arts;The Brontës: An Irish Tale;BBC, iPlayer, TV, The Brontës: An Irish Tale;Actress Aoife Hinds explores the little-known Irish part of the Brontë story.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bkcsyk.jpg;29 mins;1740;10:40pm 1 Feb 2022;Actress Aoife Hinds explores the little-known Irish part of the Brontë story.;Actress Aoife Hinds explores the surprising Irish chapter of the Brontë story and reveals how two Ulster men played key roles in supporting and preserving their literary legacy.;Actress Aoife Hinds (Derry Girls, Normal People) explores the little-known Irish part of the Brontë story. Aoife’s first memory of the Brontës is as a child when she watched her father, the actor Ciaran Hinds, play Mr Rochester, one of the most iconic figures in literature. In a journey which takes Aoife from County Down to St John’s College, Cambridge, she discovers how the father of the Brontës, Patrick, rose from humble beginnings in Rathfriland to become curate of Haworth parsonage. Then, unusually for the time, he encouraged and supported his daughters’ desire to be educated and to write.       Aoife discovers the impact a second Irish man had on the Brontë story. Arthur Bell Nicholls, from Killead, Co. Antrim, courted Charlotte for many years before she finally agreed to marry him. The newlyweds honeymooned in Ireland, and Aoife visits the archives of the Fitzwilliam Museum in Cambridge, where she reads one of the letters Charlotte wrote while in Ireland.  Aoife’s journey concludes in Banagher, where Arthur Bell Nicholls lived after Charlotte’s death. She learns of the role he played in preserving all the priceless Brontë manuscripts and precious memorabilia beloved by scholars and the visitors who flock to Haworth parsonage today.
